#separator:tab
#html:false
#notetype:N3 Vocab (drip)
#columns:Word	WordFurigana	Reading	Meaning	PartOfSpeech	Type	Sentence1	Sentence1EN	Sentence2	Sentence2EN	Sentence3	Sentence3EN	Note	Tags
#tags column:14
格好	格好[かっこう]	かっこう	appearance; outfit; shape	noun	noun	そんな 格好[かっこう]で 外[そと]に 出[で]るの？	Are you going out dressed like that?	動[うご]きやすい 格好[かっこう]で 来[き]てください。	Please come in clothes easy to move in.	人前[ひとまえ]で 転[ころ]んで、 格好[かっこう] 悪[わる]かった。	I fell in front of people — so uncool.	かっこいい／かっこ悪い come from this word. Casual clothing instructions use it.	N3::day11 noun
繰り返す	繰[く]り 返[かえ]す	くりかえす	to repeat	v5 transitive	verb	同[おな]じ 間違[まちが]いを 繰[く]り 返[かえ]さないようにしよう。	Let us try not to repeat the same mistakes.	単語[たんご]は 繰[く]り 返[かえ]して 覚[おぼ]えるしかない。	With vocabulary, you just have to repeat until you remember.	歴史[れきし]は 繰[く]り 返[かえ]すと 言[い]われる。	It is said that history repeats itself.	Your Anki life in one word. 繰り返し = repetition.	N3::day11 verb
見直す	見直[みなお]す	みなおす	to review; to re-examine; to think better of	v5 transitive	verb	テストの 前[まえ]に、 答[こた]えを 見直[みなお]しましょう。	Before handing in the test, review your answers.	生活[せいかつ] 習慣[しゅうかん]を 見直[みなお]すことにした。	I decided to re-examine my lifestyle habits.	彼[かれ]の 行動[こうどう]を 見[み]て、 彼[かれ]を 見直[みなお]した。	Seeing how he acted, I gained new respect for him.	Three uses: recheck answers, rethink plans, raise your opinion of someone.	N3::day11 verb
やり直す	やり 直[なお]す	やりなおす	to redo; to start over	v5 transitive	verb	計算[けいさん]を 間違[まちが]えたので、 最初[さいしょ]からやり 直[なお]した。	I made a calculation error, so I redid it from the start.	人生[じんせい]は 何度[なんど]でもやり 直[なお]せる。	In life you can always start over.	この 書類[しょるい]、やり 直[なお]してもらえますか。	Could you redo this document?	V-stem＋直す = do over (書き直す, 作り直す) — productive N3 pattern.	N3::day11 verb
見かける	見[み]かける	みかける	to happen to see; to catch sight of	v1 transitive	verb	駅[えき]で 彼[かれ]をよく 見[み]かける。	I often see him at the station.	最近[さいきん]、この 鳥[とり]を 見[み]かけなくなった。	Lately I have stopped seeing this bird around.	困[こま]っている 人[ひと]を 見[み]かけたら、 声[こえ]をかけよう。	If you see someone in trouble, speak to them.	Passing sight, no intention. 見る = look; 見える = visible; 見かける = happen to see.	N3::day11 verb
異なる	異[こと]なる	ことなる	to differ (written)	v5 intransitive	verb	国[くに]によって 文化[ぶんか]は 異[こと]なる。	Cultures differ from country to country.	二人[ふたり]の 意見[いけん]は 大[おお]きく 異[こと]なっている。	The two opinions differ greatly.	この 商品[しょうひん]は 写真[しゃしん]と 色[いろ]が 異[こと]なる 場合[ばあい]があります。	The color of this product may differ from the photo.	Written version of 違う — reading passages use 異なる constantly.	N3::day11 verb
限る	限[かぎ]る	かぎる	to limit; to be limited to	v5 transitive/intransitive	verb	参加[さんか]は 学生[がくせい]に 限[かぎ]ります。	Participation is limited to students.	夏[なつ]は 冷[つめ]たいビールに 限[かぎ]る。	In summer, nothing beats a cold beer.	安[やす]いからといって、いい 物[もの]だとは 限[かぎ]らない。	Just because it is cheap does not mean it is good.	Three exam faces: Aに限る (limited to / nothing beats), 〜とは限らない (not necessarily).	N3::day11 verb
様々	様々[さまざま]	さまざま	various	na-adjective	adj	様々[さまざま]な 国[くに]の 人[ひと]と 働[はたら]いている。	I work with people from various countries.	失敗[しっぱい]の 原因[げんいん]は 様々[さまざま]だ。	The causes of failure are various.	様々[さまざま]な 意見[いけん]が 出[で]た。	Various opinions came up.	Written/formal いろいろ. Reading passages prefer 様々.	N3::day11 adj
既に	既[すで]に	すでに	already (written)	adverb	adv	会場[かいじょう]に 着[つ]いたとき、コンサートは 既[すで]に 始[はじ]まっていた。	When I arrived at the venue, the concert had already started.	その 問題[もんだい]は 既[すで]に 解決[かいけつ]した。	That problem has already been solved.	チケットは 既[すで]に 売[う]り 切[き]れです。	The tickets are already sold out.	Written もう. News and notices use 既に.	N3::day11 adv
約	約[やく]	やく	approximately	prefix / adverb	adv	家[いえ]から 駅[えき]まで 約[やく] 十五分[じゅうごふん]かかる。	It takes about fifteen minutes from home to the station.	この 町[まち]の 人口[じんこう]は 約[やく] 三万人[さんまんにん]だ。	The population of this town is about thirty thousand.	会議[かいぎ]は 約[やく] 二時間[にじかん] 続[つづ]いた。	The meeting lasted about two hours.	約 before the number (written); ぐらい after (spoken). Listening questions love swapping them.	N3::day11 adv
尋ねる	尋[たず]ねる	たずねる	to ask; to inquire	v1 transitive	verb	駅[えき]までの 道[みち]を 尋[たず]ねた。	I asked the way to the station.	分[わ]からないことは 先生[せんせい]に 尋[たず]ねてください。	Please ask the teacher about anything you do not understand.	係[かかり]の 人[ひと]に 尋[たず]ねたら、すぐ 分[わ]かった。	When I asked the staff, I understood right away.	Formal 聞く. Homophone 訪ねる = to visit — exam trap pair.	N3::day12 verb
誘う	誘[さそ]う	さそう	to invite; to ask along	v5 transitive	verb	友達[ともだち]を 映画[えいが]に 誘[さそ]った。	I invited a friend to a movie.	飲[の]み 会[かい]に 誘[さそ]われたが、 断[ことわ]った。	I was invited to a drinking party but declined.	彼[かれ]を 誘[さそ]ってみたら？	Why not ask him along?	誘われる (passive) is how you will usually meet it. 招待する = formal invitation.	N3::day12 verb
招く	招[まね]く	まねく	to invite (formally); to cause (bad result)	v5 transitive	verb	パーティーに 多[おお]くの 客[きゃく]を 招[まね]いた。	We invited many guests to the party.	その 発言[はつげん]が 誤解[ごかい]を 招[まね]いた。	That remark caused a misunderstanding.	小[ちい]さなミスが 大[おお]きな 事故[じこ]を 招[まね]くこともある。	A small mistake can sometimes lead to a big accident.	Two faces: invite people, and invite trouble (誤解を招く). The second is the exam one.	N3::day12 verb
迎える	迎[むか]える	むかえる	to welcome; to go meet; to reach (a time)	v1 transitive	verb	空港[くうこう]まで 友人[ゆうじん]を 迎[むか]えに 行[い]った。	I went to the airport to pick up my friend.	新[あたら]しい 年[とし]を 家族[かぞく]で 迎[むか]えた。	We welcomed the new year as a family.	この 大学[だいがく]は 来年[らいねん]、 創立[そうりつ] 百年[ひゃくねん]を 迎[むか]える。	This university will mark its 100th year next year.	迎えに行く = go pick someone up (daily life). Abstract: 朝を迎える, 百年を迎える.	N3::day12 verb
贈る	贈[おく]る	おくる	to give (a gift); to present	v5 transitive	verb	母[はは]の 日[ひ]に 花[はな]を 贈[おく]った。	I gave flowers on Mother's Day.	卒業生[そつぎょうせい]に 記念品[きねんひん]が 贈[おく]られた。	Commemorative gifts were presented to the graduates.	彼[かれ]の 新[あたら]しい 出発[しゅっぱつ]に、この 言葉[ことば]を 贈[おく]りたい。	I want to offer these words for his new start.	Homophone trap: 送る = send; 贈る = give as a gift. Kanji section tests this.	N3::day12 verb
褒める	褒[ほ]める	ほめる	to praise	v1 transitive	verb	先生[せんせい]に 発音[はつおん]を 褒[ほ]められた。	The teacher praised my pronunciation.	子[こ]どもは 褒[ほ]めて 育[そだ]てた 方[ほう]がいいと 言[い]われる。	They say it is better to raise children with praise.	彼[かれ]の 頑張[がんば]りはみんなに 褒[ほ]められるべきだ。	His effort deserves everyone's praise.	Passive 褒められる is the common real-life form. Opposite: 叱る.	N3::day12 verb
叱る	叱[しか]る	しかる	to scold	v5 transitive	verb	遅刻[ちこく]して、 上司[じょうし]に 叱[しか]られた。	I was late and got scolded by my boss.	子[こ]どもを 感情的[かんじょうてき]に 叱[しか]らない 方[ほう]がいい。	It is better not to scold children emotionally.	叱[しか]るより 褒[ほ]める 方[ほう]が 効果的[こうかてき]だ。	Praising is more effective than scolding.	叱る = scold to correct; 怒る = get angry. Exam distinguishes them.	N3::day12 verb
祝う	祝[いわ]う	いわう	to celebrate	v5 transitive	verb	友人[ゆうじん]の 合格[ごうかく]をみんなで 祝[いわ]った。	We all celebrated our friend's passing the exam.	誕生日[たんじょうび]を 家族[かぞく]と 祝[いわ]う。	I celebrate my birthday with family.	新年[しんねん]を 祝[いわ]う 行事[ぎょうじ]が 各地[かくち]で 行[おこな]われた。	Events celebrating the new year were held everywhere.	お祝い = celebration/congratulatory gift. 祝日 = national holiday.	N3::day12 verb
祈る	祈[いの]る	いのる	to pray; to wish	v5 transitive	verb	家族[かぞく]の 健康[けんこう]を 祈[いの]っている。	I pray for my family's health.	試験[しけん]の 成功[せいこう]を 祈[いの]ります。	I wish you success on the exam.	神社[じんじゃ]で 世界[せかい]の 平和[へいわ]を 祈[いの]った。	At the shrine, I prayed for world peace.	Letter-closing phrase: ご成功をお祈りします. Religious and secular wishing both.	N3::day12 verb
黙る	黙[だま]る	だまる	to be silent; to stop talking	v5 intransitive	verb	彼[かれ]は 何[なに]も 言[い]わずに 黙[だま]っていた。	He stayed silent without saying anything.	急[きゅう]に 質問[しつもん]されて、 黙[だま]ってしまった。	Asked suddenly, I fell silent.	黙[だま]っていないで、 意見[いけん]を 言[い]ってください。	Do not just stay quiet — say your opinion.	黙って＋V = do without telling anyone (黙って帰る). 静かにする = be quiet (noise).	N3::day12 verb
叫ぶ	叫[さけ]ぶ	さけぶ	to shout; to scream	v5 intransitive	verb	助[たす]けてと 叫[さけ]ぶ 声[こえ]が 聞[き]こえた。	I heard a voice screaming for help.	驚[おどろ]いて、 思[おも]わず 叫[さけ]んでしまった。	Startled, I cried out without thinking.	ファンたちは 選手[せんしゅ]の 名前[なまえ]を 叫[さけ]んだ。	The fans shouted the player's name.	〜と叫ぶ quotes the shout. 怒鳴る (どなる) = yell angrily (N2).	N3::day12 verb
冗談	冗談[じょうだん]	じょうだん	joke	noun	noun	彼[かれ]は 冗談[じょうだん]ばかり 言[い]っている。	He is always telling jokes.	冗談[じょうだん]のつもりだったのに、 彼女[かのじょ]を 怒[おこ]らせてしまった。	I meant it as a joke, but I made her angry.	冗談[じょうだん]じゃない！	You have got to be kidding!	冗談じゃない = spoken outrage, not literally about jokes. 冗談半分 = half-joking.	N3::day12 noun
